date,weekday,hour,building,consumption_kwh,temperature_c,occupancy_pct
2024-02-01,Thu,21,Building A,56.9,-6.6,21
2024-02-01,Thu,21,Building B,75.7,-6.6,19
2024-02-01,Thu,21,Building C,53.9,-6.6,19
2024-02-01,Thu,21,Building D,61.9,-6.6,20
2024-02-01,Thu,22,Building A,56.7,-8.1,15
2024-02-01,Thu,22,Building B,61.2,-8.1,15
2024-02-01,Thu,22,Building C,57.9,-8.1,14
2024-02-01,Thu,22,Building D,67,-8.1,13
2024-02-01,Thu,23,Building A,54.4,-8.8,11
2024-02-01,Thu,23,Building B,68.5,-8.8,10
2024-02-01,Thu,23,Building C,59,-8.8,11
2024-02-01,Thu,23,Building D,65,-8.8,9
2024-02-02,Fri,0,Building A,59.2,-8.5,9
2024-02-02,Fri,0,Building B,65.8,-8.5,9
2024-02-02,Fri,0,Building C,52.6,-8.5,10
2024-02-02,Fri,0,Building D,59,-8.5,11
2024-02-02,Fri,1,Building A,57.4,-8.7,10
2024-02-02,Fri,1,Building B,68.7,-8.7,11
2024-02-02,Fri,1,Building C,58.4,-8.7,9
2024-02-02,Fri,1,Building D,68.2,-8.7,9
2024-02-02,Fri,2,Building A,53.2,-7.5,10
2024-02-02,Fri,2,Building B,64.2,-7.5,9
2024-02-02,Fri,2,Building C,61.7,-7.5,9
2024-02-02,Fri,2,Building D,54.4,-7.5,11
2024-02-02,Fri,3,Building A,60.5,-7.2,9
2024-02-02,Fri,3,Building B,62.2,-7.2,11
2024-02-02,Fri,3,Building C,52.1,-7.2,10
2024-02-02,Fri,3,Building D,53.8,-7.2,9
2024-02-02,Fri,4,Building A,61.6,-4.6,11
2024-02-02,Fri,4,Building B,62.3,-4.6,11
2024-02-02,Fri,4,Building C,46.7,-4.6,10
2024-02-02,Fri,4,Building D,59.1,-4.6,10
2024-02-02,Fri,5,Building A,52.5,-3.3,13
2024-02-02,Fri,5,Building B,67.7,-3.3,17
2024-02-02,Fri,5,Building C,50.7,-3.3,13
2024-02-02,Fri,5,Building D,54.8,-3.3,17
2024-02-02,Fri,6,Building A,50.2,-1,33
2024-02-02,Fri,6,Building B,62.5,-1,27
2024-02-02,Fri,6,Building C,44.9,-1,29
2024-02-02,Fri,6,Building D,57.4,-1,31
2024-02-02,Fri,7,Building A,62.1,1,50
2024-02-02,Fri,7,Building B,69.1,1,52
2024-02-02,Fri,7,Building C,56.4,1,55
2024-02-02,Fri,7,Building D,69.5,1,54
2024-02-02,Fri,8,Building A,64.2,3,84
2024-02-02,Fri,8,Building B,85.7,3,88
2024-02-02,Fri,8,Building C,61.5,3,70
2024-02-02,Fri,8,Building D,72.8,3,84
2024-02-02,Fri,9,Building A,63.6,4.8,100
2024-02-02,Fri,9,Building B,82.3,4.8,98
2024-02-02,Fri,9,Building C,61.4,4.8,82
2024-02-02,Fri,9,Building D,69.3,4.8,100
2024-02-02,Fri,10,Building A,60.5,6,97
2024-02-02,Fri,10,Building B,90.1,6,100
2024-02-02,Fri,10,Building C,50.7,6,100
2024-02-02,Fri,10,Building D,65,6,93
2024-02-02,Fri,11,Building A,71.3,6.5,100
2024-02-02,Fri,11,Building B,80.1,6.5,100
2024-02-02,Fri,11,Building C,52.7,6.5,100
2024-02-02,Fri,11,Building D,71.9,6.5,87
2024-02-02,Fri,12,Building A,70.1,6.4,100
2024-02-02,Fri,12,Building B,78.3,6.4,99
2024-02-02,Fri,12,Building C,56.6,6.4,88
2024-02-02,Fri,12,Building D,73.6,6.4,82
2024-02-02,Fri,13,Building A,60,7.3,100
2024-02-02,Fri,13,Building B,89.3,7.3,100
2024-02-02,Fri,13,Building C,55.3,7.3,95
2024-02-02,Fri,13,Building D,71,7.3,100
2024-02-02,Fri,14,Building A,74.9,6.3,100
2024-02-02,Fri,14,Building B,86.3,6.3,88
2024-02-02,Fri,14,Building C,61.6,6.3,100
2024-02-02,Fri,14,Building D,78.7,6.3,100
2024-02-02,Fri,15,Building A,66.4,4.7,95
2024-02-02,Fri,15,Building B,72.7,4.7,84
2024-02-02,Fri,15,Building C,61.8,4.7,100
2024-02-02,Fri,15,Building D,78.6,4.7,92
2024-02-02,Fri,16,Building A,62.6,2.8,82
2024-02-02,Fri,16,Building B,83.6,2.8,73
2024-02-02,Fri,16,Building C,62.8,2.8,83
2024-02-02,Fri,16,Building D,67.5,2.8,81
2024-02-02,Fri,17,Building A,59.9,1,63
2024-02-02,Fri,17,Building B,72.8,1,62
2024-02-02,Fri,17,Building C,55,1,67
2024-02-02,Fri,17,Building D,73.1,1,55
2024-02-02,Fri,18,Building A,54.5,-1.1,34
2024-02-02,Fri,18,Building B,64.8,-1.1,43
2024-02-02,Fri,18,Building C,56.3,-1.1,35
2024-02-02,Fri,18,Building D,67.9,-1.1,42
2024-02-02,Fri,19,Building A,61.5,-3.1,31
2024-02-02,Fri,19,Building B,60.3,-3.1,34
2024-02-02,Fri,19,Building C,58.7,-3.1,29
2024-02-02,Fri,19,Building D,62,-3.1,27
2024-02-02,Fri,20,Building A,54.6,-5.5,24
2024-02-02,Fri,20,Building B,70.2,-5.5,23
2024-02-02,Fri,20,Building C,54.6,-5.5,27
2024-02-02,Fri,20,Building D,66.3,-5.5,23
2024-02-02,Fri,21,Building A,54.9,-6,21
2024-02-02,Fri,21,Building B,67.5,-6,20
2024-02-02,Fri,21,Building C,61.9,-6,18
2024-02-02,Fri,21,Building D,66.1,-6,22
2024-02-02,Fri,22,Building A,62.6,-8.6,13
2024-02-02,Fri,22,Building B,65,-8.6,15
2024-02-02,Fri,22,Building C,65.3,-8.6,16
2024-02-02,Fri,22,Building D,62.3,-8.6,15
2024-02-02,Fri,23,Building A,68.3,-8.9,11
2024-02-02,Fri,23,Building B,61.7,-8.9,9
2024-02-02,Fri,23,Building C,62.5,-8.9,11
2024-02-02,Fri,23,Building D,56.3,-8.9,10
2024-02-03,Sat,0,Building A,55,-8.3,4
2024-02-03,Sat,0,Building B,58.6,-8.3,6
2024-02-03,Sat,0,Building C,49.8,-8.3,3
2024-02-03,Sat,0,Building D,54,-8.3,5
2024-02-03,Sat,1,Building A,66.1,-8.8,4
2024-02-03,Sat,1,Building B,69,-8.8,8
2024-02-03,Sat,1,Building C,54.4,-8.8,3
2024-02-03,Sat,1,Building D,61.7,-8.8,5
2024-02-03,Sat,2,Building A,54.8,-7.9,4
2024-02-03,Sat,2,Building B,59.5,-7.9,8
2024-02-03,Sat,2,Building C,60.7,-7.9,3
2024-02-03,Sat,2,Building D,61.6,-7.9,6
2024-02-03,Sat,3,Building A,58.4,-6.9,4
2024-02-03,Sat,3,Building B,57,-6.9,7
2024-02-03,Sat,3,Building C,56.8,-6.9,3
2024-02-03,Sat,3,Building D,62.2,-6.9,6
2024-02-03,Sat,4,Building A,59.3,-4.7,4
2024-02-03,Sat,4,Building B,57,-4.7,8
2024-02-03,Sat,4,Building C,55.2,-4.7,3
2024-02-03,Sat,4,Building D,50.2,-4.7,4
2024-02-03,Sat,5,Building A,52,-3.2,6
2024-02-03,Sat,5,Building B,60.4,-3.2,11
2024-02-03,Sat,5,Building C,42.3,-3.2,5
2024-02-03,Sat,5,Building D,56.1,-3.2,8
2024-02-03,Sat,6,Building A,48.3,-1,11
2024-02-03,Sat,6,Building B,62.5,-1,21
2024-02-03,Sat,6,Building C,40.9,-1,8
2024-02-03,Sat,6,Building D,55.7,-1,13
2024-02-03,Sat,7,Building A,47.3,1.1,21
2024-02-03,Sat,7,Building B,67.9,1.1,38
2024-02-03,Sat,7,Building C,40.8,1.1,16
2024-02-03,Sat,7,Building D,57,1.1,26
2024-02-03,Sat,8,Building A,44.9,3.3,31
2024-02-03,Sat,8,Building B,66.9,3.3,61
2024-02-03,Sat,8,Building C,46.4,3.3,24
2024-02-03,Sat,8,Building D,60.4,3.3,42
2024-02-03,Sat,9,Building A,50.5,4.5,36
2024-02-03,Sat,9,Building B,68.7,4.5,74
2024-02-03,Sat,9,Building C,46.1,4.5,28
2024-02-03,Sat,9,Building D,58.3,4.5,47
2024-02-03,Sat,10,Building A,54.9,5.5,45
2024-02-03,Sat,10,Building B,78.5,5.5,79
2024-02-03,Sat,10,Building C,42.1,5.5,30
2024-02-03,Sat,10,Building D,59,5.5,48
2024-02-03,Sat,11,Building A,51.8,6.5,42
2024-02-03,Sat,11,Building B,71.2,6.5,73
2024-02-03,Sat,11,Building C,44.3,6.5,27
2024-02-03,Sat,11,Building D,55,6.5,51
2024-02-03,Sat,12,Building A,43.8,6.5,35
2024-02-03,Sat,12,Building B,63.7,6.5,62
2024-02-03,Sat,12,Building C,34.9,6.5,29
2024-02-03,Sat,12,Building D,51.2,6.5,42
2024-02-03,Sat,13,Building A,46.8,7.3,35
2024-02-03,Sat,13,Building B,74.1,7.3,79
2024-02-03,Sat,13,Building C,39.1,7.3,28
2024-02-03,Sat,13,Building D,57,7.3,45
2024-02-03,Sat,14,Building A,46.5,6.2,45
2024-02-03,Sat,14,Building B,66.4,6.2,60
2024-02-03,Sat,14,Building C,42.8,6.2,28
2024-02-03,Sat,14,Building D,60,6.2,51
2024-02-03,Sat,15,Building A,49.5,5,33
2024-02-03,Sat,15,Building B,68.4,5,57
2024-02-03,Sat,15,Building C,41.9,5,30
2024-02-03,Sat,15,Building D,50.2,5,49
2024-02-03,Sat,16,Building A,48.1,2.8,37
2024-02-03,Sat,16,Building B,75.2,2.8,61
2024-02-03,Sat,16,Building C,43.6,2.8,23
2024-02-03,Sat,16,Building D,50.8,2.8,45
2024-02-03,Sat,17,Building A,46.9,1.1,24
2024-02-03,Sat,17,Building B,71.3,1.1,38
2024-02-03,Sat,17,Building C,48.9,1.1,19
2024-02-03,Sat,17,Building D,52.2,1.1,34
2024-02-03,Sat,18,Building A,45.9,-1,18
2024-02-03,Sat,18,Building B,63.8,-1,25
2024-02-03,Sat,18,Building C,45.6,-1,12
2024-02-03,Sat,18,Building D,54.1,-1,20
2024-02-03,Sat,19,Building A,51.3,-3,11
2024-02-03,Sat,19,Building B,69.1,-3,19
2024-02-03,Sat,19,Building C,50.1,-3,8
2024-02-03,Sat,19,Building D,61.7,-3,14
2024-02-03,Sat,20,Building A,52.9,-4.9,11
2024-02-03,Sat,20,Building B,58.2,-4.9,19
2024-02-03,Sat,20,Building C,51.3,-4.9,8
2024-02-03,Sat,20,Building D,52.7,-4.9,14
2024-02-03,Sat,21,Building A,56.8,-6.2,7
2024-02-03,Sat,21,Building B,64,-6.2,16
2024-02-03,Sat,21,Building C,49.9,-6.2,6
2024-02-03,Sat,21,Building D,64.5,-6.2,10
2024-02-03,Sat,22,Building A,59,-7.9,5
2024-02-03,Sat,22,Building B,65.5,-7.9,11
2024-02-03,Sat,22,Building C,59.8,-7.9,4
2024-02-03,Sat,22,Building D,56.9,-7.9,7
2024-02-03,Sat,23,Building A,57.5,-8.3,4
2024-02-03,Sat,23,Building B,59.6,-8.3,7
2024-02-03,Sat,23,Building C,54.9,-8.3,3
2024-02-03,Sat,23,Building D,60.8,-8.3,6
2024-02-04,Sun,0,Building A,55,-9.4,4
2024-02-04,Sun,0,Building B,68,-9.4,7
2024-02-04,Sun,0,Building C,59.1,-9.4,3
2024-02-04,Sun,0,Building D,56.3,-9.4,5
2024-02-04,Sun,1,Building A,59.5,-9.3,4
2024-02-04,Sun,1,Building B,66.8,-9.3,7
2024-02-04,Sun,1,Building C,61.1,-9.3,3
2024-02-04,Sun,1,Building D,67.9,-9.3,5
2024-02-04,Sun,2,Building A,55.6,-7.8,4
2024-02-04,Sun,2,Building B,59,-7.8,8
2024-02-04,Sun,2,Building C,60,-7.8,3
2024-02-04,Sun,2,Building D,56.9,-7.8,5
2024-02-04,Sun,3,Building A,60.6,-6.9,3
2024-02-04,Sun,3,Building B,64.5,-6.9,8
2024-02-04,Sun,3,Building C,55.2,-6.9,3
2024-02-04,Sun,3,Building D,52.4,-6.9,5
2024-02-04,Sun,4,Building A,51.9,-4.9,3
2024-02-04,Sun,4,Building B,53.1,-4.9,8
2024-02-04,Sun,4,Building C,54.3,-4.9,3
2024-02-04,Sun,4,Building D,60.7,-4.9,5
2024-02-04,Sun,5,Building A,52.8,-3.1,6
2024-02-04,Sun,5,Building B,55.3,-3.1,9
2024-02-04,Sun,5,Building C,46.2,-3.1,5
2024-02-04,Sun,5,Building D,48.5,-3.1,7
2024-02-04,Sun,6,Building A,45.4,-1.1,11
2024-02-04,Sun,6,Building B,54.5,-1.1,23
2024-02-04,Sun,6,Building C,46.4,-1.1,8
2024-02-04,Sun,6,Building D,51.4,-1.1,15
2024-02-04,Sun,7,Building A,52.8,1,20
2024-02-04,Sun,7,Building B,64.3,1,40
2024-02-04,Sun,7,Building C,43.8,1,17
2024-02-04,Sun,7,Building D,48,1,22
2024-02-04,Sun,8,Building A,53.5,2.7,35
2024-02-04,Sun,8,Building B,72.7,2.7,57
2024-02-04,Sun,8,Building C,39,2.7,23
2024-02-04,Sun,8,Building D,61.9,2.7,40
2024-02-04,Sun,9,Building A,53.8,5,41
2024-02-04,Sun,9,Building B,68.7,5,58
2024-02-04,Sun,9,Building C,43.9,5,27
2024-02-04,Sun,9,Building D,58.4,5,51
2024-02-04,Sun,10,Building A,45.5,6.5,44
2024-02-04,Sun,10,Building B,66.6,6.5,77
2024-02-04,Sun,10,Building C,36.7,6.5,34
2024-02-04,Sun,10,Building D,48.3,6.5,45
2024-02-04,Sun,11,Building A,49,6.6,45
2024-02-04,Sun,11,Building B,75.8,6.6,65
2024-02-04,Sun,11,Building C,37,6.6,34
2024-02-04,Sun,11,Building D,54.2,6.6,55
2024-02-04,Sun,12,Building A,45.8,6.8,32
2024-02-04,Sun,12,Building B,65.7,6.8,62
2024-02-04,Sun,12,Building C,36.9,6.8,29
2024-02-04,Sun,12,Building D,47.4,6.8,51
2024-02-04,Sun,13,Building A,46.6,7.3,36
2024-02-04,Sun,13,Building B,60.9,7.3,75
2024-02-04,Sun,13,Building C,40.9,7.3,28
2024-02-04,Sun,13,Building D,58.8,7.3,46
2024-02-04,Sun,14,Building A,52,6.1,42
2024-02-04,Sun,14,Building B,69.7,6.1,60
2024-02-04,Sun,14,Building C,41.1,6.1,30
2024-02-04,Sun,14,Building D,59.4,6.1,51
2024-02-04,Sun,15,Building A,48.3,4.9,42
2024-02-04,Sun,15,Building B,72.7,4.9,74
2024-02-04,Sun,15,Building C,40,4.9,32
2024-02-04,Sun,15,Building D,57,4.9,42
2024-02-04,Sun,16,Building A,45.8,3.2,35
2024-02-04,Sun,16,Building B,68.5,3.2,52
2024-02-04,Sun,16,Building C,42.4,3.2,24
2024-02-04,Sun,16,Building D,52.1,3.2,43
2024-02-04,Sun,17,Building A,56.6,1,27
2024-02-04,Sun,17,Building B,69,1,39
2024-02-04,Sun,17,Building C,45.8,1,20
2024-02-04,Sun,17,Building D,53.7,1,32
2024-02-04,Sun,18,Building A,45.4,-1,16
2024-02-04,Sun,18,Building B,55.9,-1,29
2024-02-04,Sun,18,Building C,51.3,-1,14
2024-02-04,Sun,18,Building D,51.3,-1,20
2024-02-04,Sun,19,Building A,54.8,-2.9,13
2024-02-04,Sun,19,Building B,64.7,-2.9,21
2024-02-04,Sun,19,Building C,45.6,-2.9,10
2024-02-04,Sun,19,Building D,49.9,-2.9,14
2024-02-04,Sun,20,Building A,51.5,-4.9,10
2024-02-04,Sun,20,Building B,61.5,-4.9,18
2024-02-04,Sun,20,Building C,46.3,-4.9,8
2024-02-04,Sun,20,Building D,55.6,-4.9,14
2024-02-04,Sun,21,Building A,60.7,-6.1,8
2024-02-04,Sun,21,Building B,65,-6.1,14
2024-02-04,Sun,21,Building C,50.7,-6.1,6
2024-02-04,Sun,21,Building D,65.2,-6.1,9
2024-02-04,Sun,22,Building A,63.2,-7.6,7
2024-02-04,Sun,22,Building B,70.2,-7.6,10
2024-02-04,Sun,22,Building C,58.6,-7.6,4
2024-02-04,Sun,22,Building D,57.3,-7.6,8
2024-02-04,Sun,23,Building A,57.6,-8.2,4
2024-02-04,Sun,23,Building B,64.2,-8.2,6
2024-02-04,Sun,23,Building C,51.7,-8.2,3
2024-02-04,Sun,23,Building D,67.3,-8.2,5
2024-02-05,Mon,0,Building A,56.3,-8.2,9
2024-02-05,Mon,0,Building B,62.4,-8.2,10
2024-02-05,Mon,0,Building C,60.4,-8.2,10
2024-02-05,Mon,0,Building D,63.2,-8.2,10
2024-02-05,Mon,1,Building A,64.3,-9.5,9
2024-02-05,Mon,1,Building B,72.7,-9.5,11
2024-02-05,Mon,1,Building C,56.7,-9.5,10
2024-02-05,Mon,1,Building D,68.8,-9.5,9
2024-02-05,Mon,2,Building A,57.9,-7.8,9
2024-02-05,Mon,2,Building B,62.1,-7.8,11
2024-02-05,Mon,2,Building C,51.3,-7.8,11
2024-02-05,Mon,2,Building D,62,-7.8,10
2024-02-05,Mon,3,Building A,52,-6.5,9
2024-02-05,Mon,3,Building B,64.1,-6.5,11
2024-02-05,Mon,3,Building C,52.8,-6.5,11
2024-02-05,Mon,3,Building D,64.9,-6.5,9
2024-02-05,Mon,4,Building A,60.2,-4.5,9
2024-02-05,Mon,4,Building B,67,-4.5,11
2024-02-05,Mon,4,Building C,47.6,-4.5,11
2024-02-05,Mon,4,Building D,61.9,-4.5,10
2024-02-05,Mon,5,Building A,55,-3.1,13
2024-02-05,Mon,5,Building B,55,-3.1,13
2024-02-05,Mon,5,Building C,55.9,-3.1,16
2024-02-05,Mon,5,Building D,57.9,-3.1,17
2024-02-05,Mon,6,Building A,55.3,-1,34
2024-02-05,Mon,6,Building B,57.2,-1,34
2024-02-05,Mon,6,Building C,49.6,-1,29
2024-02-05,Mon,6,Building D,60.8,-1,32
2024-02-05,Mon,7,Building A,56.3,1.1,52
2024-02-05,Mon,7,Building B,72.6,1.1,49
2024-02-05,Mon,7,Building C,52.4,1.1,45
2024-02-05,Mon,7,Building D,67.3,1.1,51
2024-02-05,Mon,8,Building A,58.4,3.2,83
2024-02-05,Mon,8,Building B,74.2,3.2,69
2024-02-05,Mon,8,Building C,58.6,3.2,89
2024-02-05,Mon,8,Building D,76.5,3.2,84
2024-02-05,Mon,9,Building A,71.4,4.5,97
2024-02-05,Mon,9,Building B,79.5,4.5,83
2024-02-05,Mon,9,Building C,58.1,4.5,88
2024-02-05,Mon,9,Building D,78,4.5,100
2024-02-05,Mon,10,Building A,63.6,5.4,100
2024-02-05,Mon,10,Building B,87.7,5.4,100
2024-02-05,Mon,10,Building C,52.1,5.4,100
2024-02-05,Mon,10,Building D,67.1,5.4,91
2024-02-05,Mon,11,Building A,63,6.5,100
2024-02-05,Mon,11,Building B,86.3,6.5,100
2024-02-05,Mon,11,Building C,63,6.5,89
2024-02-05,Mon,11,Building D,74.6,6.5,100
2024-02-05,Mon,12,Building A,58.7,7.2,83
2024-02-05,Mon,12,Building B,67.5,7.2,100
2024-02-05,Mon,12,Building C,51.6,7.2,100
2024-02-05,Mon,12,Building D,74.7,7.2,92
2024-02-05,Mon,13,Building A,67.4,6.1,88
2024-02-05,Mon,13,Building B,90.5,6.1,100
2024-02-05,Mon,13,Building C,61.4,6.1,99
2024-02-05,Mon,13,Building D,80,6.1,100
2024-02-05,Mon,14,Building A,62.8,6.4,98
2024-02-05,Mon,14,Building B,86.3,6.4,98
2024-02-05,Mon,14,Building C,57.6,6.4,96
2024-02-05,Mon,14,Building D,69.4,6.4,99
2024-02-05,Mon,15,Building A,73.9,4.7,100
2024-02-05,Mon,15,Building B,73.1,4.7,100
2024-02-05,Mon,15,Building C,51.4,4.7,90
2024-02-05,Mon,15,Building D,71.2,4.7,99
2024-02-05,Mon,16,Building A,63.5,3.1,89
2024-02-05,Mon,16,Building B,80.2,3.1,74
2024-02-05,Mon,16,Building C,60.3,3.1,80
2024-02-05,Mon,16,Building D,63.1,3.1,72
2024-02-05,Mon,17,Building A,58.8,1,52
2024-02-05,Mon,17,Building B,69.4,1,57
2024-02-05,Mon,17,Building C,60,1,67
2024-02-05,Mon,17,Building D,62.8,1,63
2024-02-05,Mon,18,Building A,55.6,-0.9,38
2024-02-05,Mon,18,Building B,62.3,-0.9,46
2024-02-05,Mon,18,Building C,58,-0.9,44
2024-02-05,Mon,18,Building D,59.4,-0.9,41
2024-02-05,Mon,19,Building A,65,-2.8,27
2024-02-05,Mon,19,Building B,61.7,-2.8,33
2024-02-05,Mon,19,Building C,50.5,-2.8,31
2024-02-05,Mon,19,Building D,54.2,-2.8,29
2024-02-05,Mon,20,Building A,55.5,-5.3,24
2024-02-05,Mon,20,Building B,67.6,-5.3,28
2024-02-05,Mon,20,Building C,53.6,-5.3,21
2024-02-05,Mon,20,Building D,67.1,-5.3,27
2024-02-05,Mon,21,Building A,58.5,-7,20
2024-02-05,Mon,21,Building B,68,-7,21
2024-02-05,Mon,21,Building C,59.6,-7,18
2024-02-05,Mon,21,Building D,66.9,-7,20
2024-02-05,Mon,22,Building A,54.4,-7.4,16
2024-02-05,Mon,22,Building B,68.3,-7.4,14
2024-02-05,Mon,22,Building C,51.4,-7.4,15
2024-02-05,Mon,22,Building D,59.1,-7.4,14
2024-02-05,Mon,23,Building A,63.4,-9,11
2024-02-05,Mon,23,Building B,74.7,-9,11
2024-02-05,Mon,23,Building C,62.9,-9,11
2024-02-05,Mon,23,Building D,70.6,-9,10
2024-02-06,Tue,0,Building A,69,-9.7,10
2024-02-06,Tue,0,Building B,67.7,-9.7,10
2024-02-06,Tue,0,Building C,61.9,-9.7,10
2024-02-06,Tue,0,Building D,57.3,-9.7,11
2024-02-06,Tue,1,Building A,60.3,-9.1,10
2024-02-06,Tue,1,Building B,68.1,-9.1,11
2024-02-06,Tue,1,Building C,54.1,-9.1,11
2024-02-06,Tue,1,Building D,64.8,-9.1,9
2024-02-06,Tue,2,Building A,66.8,-8.6,11
2024-02-06,Tue,2,Building B,64.3,-8.6,11
2024-02-06,Tue,2,Building C,54.4,-8.6,11
2024-02-06,Tue,2,Building D,56.9,-8.6,11
2024-02-06,Tue,3,Building A,56.2,-6.9,9
2024-02-06,Tue,3,Building B,67.6,-6.9,10
2024-02-06,Tue,3,Building C,55.5,-6.9,9
2024-02-06,Tue,3,Building D,57.6,-6.9,9
2024-02-06,Tue,4,Building A,59.4,-4.9,9
2024-02-06,Tue,4,Building B,66.6,-4.9,10
2024-02-06,Tue,4,Building C,53.5,-4.9,11
2024-02-06,Tue,4,Building D,60.4,-4.9,10
2024-02-06,Tue,5,Building A,50.6,-3.2,13
2024-02-06,Tue,5,Building B,60.1,-3.2,14
2024-02-06,Tue,5,Building C,53,-3.2,17
2024-02-06,Tue,5,Building D,53,-3.2,14
2024-02-06,Tue,6,Building A,50.2,-1.1,27
2024-02-06,Tue,6,Building B,66.3,-1.1,26
2024-02-06,Tue,6,Building C,45,-1.1,26
2024-02-06,Tue,6,Building D,52.7,-1.1,33
2024-02-06,Tue,7,Building A,59,1.1,47
2024-02-06,Tue,7,Building B,62.7,1.1,46
2024-02-06,Tue,7,Building C,58.5,1.1,43
2024-02-06,Tue,7,Building D,62.9,1.1,57
2024-02-06,Tue,8,Building A,69.6,3.2,76
2024-02-06,Tue,8,Building B,85.3,3.2,88
2024-02-06,Tue,8,Building C,51.8,3.2,82
2024-02-06,Tue,8,Building D,68.3,3.2,89
